"ID","MODEL","PAR1","PAR2","PAR3"
"ITEM863","3PL",0.8565381593,-1.1705167161,0.1545423525
"ITEM864","3PL",1.2553328988,-1.3500724005,0.2401385275
"ITEM865","3PL",0.7522663245,-1.2839885043,0.2389772795
"ITEM866","3PL",0.447457928,-0.2854234757,0.1538907602
"ITEM867","3PL",0.4860660626,-1.6178704314,0.1308130243
"ITEM868","3PL",1.5846460637,-0.3771310306,0.3219573782
"ITEM869","3PL",0.7646129957,-1.1341826313,0.1537624458
"ITEM870","3PL",0.8621375935,-0.1007765739,0.1135267459
"ITEM871","3PL",0.985565114,-1.6951878529,0.1003716407
"ITEM872","3PL",1.2479063274,-1.0231355008,0.1386062324
"ITEM873","3PL",0.1505763999,-2.7495376234,0.2072895374
"ITEM874","3PL",1.7401317554,0.4932191652,0.2477109048
"ITEM875","3PL",1.6165325815,1.2660744121,0.1423846734
"ITEM876","3PL",0.8229341639,-0.7725257824,0.1215999985
"ITEM877","3PL",1.5539820687,-0.5784069829,0.3125184856
"ITEM878","3PL",1.2015814822,0.5713533222,0.1844762933
"ITEM879","3PL",1.0914810332,1.0213239998,0.3092269703
"ITEM880","3PL",1.3514148558,-0.624901944,0.1943098834
"ITEM881","3PL",0.8317028608,-0.3927984618,0.1275633816
"ITEM882","3PL",1.1019890452,0.4959866618,0.0928867186
"ITEM883","3PL",0.6281569439,0.8067588064,0.1155829514
"ITEM884","3PL",0.6107172947,-1.0576510949,0.1236034117
"ITEM885","3PL",1.7388516609,0.5231105661,0.1158274948
"ITEM886","3PL",1.470681408,0.1647405801,0.3077129494
"ITEM887","3PL",1.4143704756,-2.7173085231,0.2379740286
"ITEM888","3PL",0.8916195883,-0.3702566714,0.1808026527
"ITEM889","3PL",0.5928104983,-1.3950147883,0.3256801909
"ITEM890","3PL",1.0971247776,-0.4005583647,0.2202497596
"ITEM891","3PL",1.1985352764,0.144965437,0.119162353
"ITEM892","3PL",0.7982511779,-1.1130332483,0.1526323752
"ITEM893","3PL",1.3709681427,0.4045766137,0.2249400151
"ITEM894","3PL",1.0450937182,-0.0047166731,0.1322252044
"ITEM895","3PL",1.7080343288,-0.7510813726,0.1986143589
"ITEM896","3PL",1.7775562523,-0.3993159862,0.1750225485
"ITEM897","3PL",1.4831959238,-0.4706679667,0.3072470594
"ITEM898","3PL",2.7140962932,0.9851914834,0.2918900989
"ITEM899","3PL",1.3322340454,0.9114831302,0.2116192476
"ITEM900","3PL",1.3920008904,0.09542361,0.239132719
